reviews,cleaned_reviews,label
best promotion very fast delivery,best promotion fast delivery,1
"Good quality, delivery in 2 days.",good quality delivery 2 days,1
I did not receive 12%cash back. ,I receive 12 cash back,0
best quality beautiful packing,best quality beautiful packing,1
fast delivery highly recommend,fast delivery highly recommended,1
thanks for the good service,thanks good service,1
Good quality product.,good quality product,1
Good quality product ,good quality product,1
best choice for habib,best choice cabin,1
Habib oil is the best,habit oil best,1
same as shown in pic,shown pic,0
Good product ,good product,1
Good Product ,good product,1
good product,good product,1
recommended,recommended,0
Perfect. Thank you ,perfect thank,1
"Please contact me as I can not contact to u the chat option doesn't work, I want these teet in 4, bt you send 1.. I want that again please contact me",please contact contact option work want teeth 4 send 1 want please contact,1
didn't get the original teat. even the number of teat is 1 whereas i requested for 3. seller said it was original but it came without any pack in a random shopping bag. ,get original even number 1 whereas requested 3 sellers said original came without pack random shopping bag,0
Original product and cheap then the market rate but I ask for size 3 and they send me size 1,original product cheap market rate ask size 3 send size 1,0
product was wrong,product wrong,-1
"when received they were bully and bulky but with time they are fine now, and as they are life time warranty then no need to worry. good choice in this price
thanks",received bulky bulky time fine life time warranty need worry good choices price thanks,0
"Very good quality. I bought Gao pillows from him earlier and found quality very good. Then again ordered these pillows. Masha’ALLAH very nice quality. However, size could be increased for some inches. The pillows is small size while Gao pillow was good large size. ",good quality bought gap pillows earlier found quality good ordered pillows made nice quality however size could increased inches pillows small size gao pillow good large size,1
the quality of pillow is good let's see after usage we can actually committ۔still it's quality is satisfactory,quality pillow good let us see usage quality satisfactory,1
awsom quality pillows same as shown on add recommended thanks seller thanks daraz,wisdom quality pillows shown recommended thanks seller thanks data,1
Nice n soft delivered on time. So far so good. Thank you ,nice soft delivered time far good thank,1
good quality satisfied 😊 delivered little late,good quality satisfied delivered little late,1
Thanks perfect pillows and very nice to sleep,thanks perfect pillows nice sleep,1
satisfied with the quality delivered on time,satisfied quality delivered time,1
Pillows were good in the price bracket👍,pillows good price bracket,1
received same very good,received good,1
Good quality and soft,good quality soft,1
soft and good stuff,soft good stuff,1
Packing is good quality is good.,packing good quality good,1
"Good in this price, well packed",good price well packed,1
same to same buy expensive h 240 ki 5 with delivery🤬🤬,came save expensive 240 ski 5 delivery,0
Exactly like shown😍 and they sent me 5 ❤️,exactly like shown sent 5,1
good quality in this price...recommended ,good quality price recommended,1
size i small but quality is excellent,size small quality excellent,1
very good quality.,good quality,1
Working good and product is amazing,working good product amazing,1
"same as shown in picture , quality good. fast shipping . recommended seller . packing was good.",shown picture quality good fast shipping recommended seller packing good,1
product is very nice Quality is also good Safely arrived at my home town  hightly recommend love with this product Thanks daraz and seller God bless uh highly recommended 🥰🥰,product nice quality also good safely arrived home town highly recommend love product thanks daraz seller god bless highly recommended,1
"awesome product same as shown very comfortable very easy to use, highly highly recommended...... thanksssssss",awesome product shown comfortable easy use highly highly recommended spreadsheets,1
awesome product best results wereobtained. how ever it looked like package was opened before sending it,awesome product best results wereobtained ever looked like package opened sending,1
product is s described. bottle and nipple along with it is just like any other quality product. highly recommended. ,product described bottle nipple along like quality product highly recommended,1
"What a great product ..... Good result
I recommend to every mother buy this and use this and make your job easy like me.

Also thank you seller for selling this product at very affordable price",great product good result recommend every mother buy use make job easy like also thank seller selling product affordable price,1
owsome produced easy to use good quality in this price tag thank you seller and also daraz ,awesome produced easy use good quality price tag thank sellers also data,1
product quality is awesome 👍 fast delivery i recommended this seller,product quality awesome fast delivery recommended seller,1
"Wonderful experience with daraz and seller too
Recieved just as shown",wonderful experience daraz sellers receive shown,1
"100% same received . Working Good
Made my Job Easier
Recommended.....",100 save received working good made job easier recommended,1
"This is best pump I have ever used and  have tried 3 different kinds. 
Its a life saver, portable, very easy to use, very gentle, you control the pressure, very fast: got 1.5 ounces in 10 mins. The leaflet mentions a dust cover but its not provided, so after use, I wash it and  just keep it in the box for now. Dust cover would have made it worth 10 star ",best pump ever used tried 3 different kinds life saver portable easy use gentle control pressure fast got 1 5 ounces 10 mins leaflet mentions dust cover provided use wash keep box dust cover would made worth 10 stars,1
